"Geographic Area Name (NAME)","2022 NAICS code (NAICS2022)","Meaning of NAICS code (NAICS2022_LABEL)","Year (YEAR)","Number of firms (FIRM)","Number of establishments (ESTAB)","Sales, value of shipments, or revenue ($1,000) (RCPTOT)","Annual payroll ($1,000) (PAYANN)","First-quarter payroll ($1,000) (PAYQTR1)","Number of employees (EMP)","Production and/or development and exploration workers annual wages ($1,000) (PAYANPW)","Production workers first-quarter payroll ($1,000) (PAYQ1PW)","Production and/or development and exploration workers for pay period including March 12 (EMPQ1PW)","Construction, production and/or development and exploration workers annual hours (1,000) (HOURS)","Other employees annual wages ($1,000) (PAYANOM)","Other employees first-quarter payroll ($1,000) (PAYQ1OM)","Other employees for pay period including March 12 (EMPQ1OM)","Total fringe benefits ($1,000) (BENEFIT)","Employer's cost for health insurance ($1,000) (BENHEA)","Employer's cost for defined benefit pension plans ($1,000) (BENPEB)","Employer's cost for defined contribution plans ($1,000) (BENPEC)","Employer's cost for other fringe benefits ($1,000) (BENOTH)","Total cost of supplies and/or materials ($1,000) (CSTMTOT)","Cost of materials, components, packaging and/or supplies used, minerals received, or purchased machinery installed ($1,000) (CSTMPRT)","Cost of resales ($1,000) (CSTRSL)","Cost of contract work ($1,000) (CSTCNT)","Cost of purchased fuels consumed ($1,000) (CSTFU)","Cost of purchased electricity ($1,000) (CSTELEC)","Quantity of electricity purchased for heat and power (1,000 kWh) (ELECPCH)","Quantity of generated electricity (1,000 kWh) (ELECGEN)","Quantity of electricity sold or transferred (1,000 kWh) (ELECSLD)","Value added ($1,000) (VALADD)","Total inventories, beginning of year ($1,000) (INVTOTB)","Finished goods or minerals products, crude petroleum, and natural gas liquids inventories, beginning of year ($1,000) (INVFINB)","Work-in-process inventories, beginning of year ($1,000) (INVWIPB)","Materials and/or supplies, parts, fuels, etc. inventories, beginning of year ($1,000) (INVMATB)","Total inventories, end of year ($1,000) (INVTOTE)","Finished goods or minerals products, crude petroleum, and natural gas liquids inventories, end of year ($1,000) (INVFINE)","Work-in-process inventories, end of year ($1,000) (INVWIPE)","Materials and/or supplies, parts, fuels, etc. inventories, end of year ($1,000) (INVMATE)","Gross value of depreciable assets (acquisition costs), beginning of year ($1,000) (ASTBGN)","Gross value of depreciable assets (acquisition costs) for buildings and other structures, beginning of year ($1,000) (ASTBBLD)","Gross value of depreciable assets (acquisition costs) for machinery and equipment, beginning of year ($1,000) (ASTBMCH)","Total capital expenditures for buildings, structures, machinery, and equipment (new and used) ($1,000) (CEXTOT)","Capital expenditures for buildings and other structures ($1,000) (CEXBLD)","Capital expenditures for machinery and equipment ($1,000) (CEXMCH)","Capital expenditures for automobiles, trucks, etc. for highway use ($1,000) (CEXMCHA)","Capital expenditures for computers and peripheral data processing equipment ($1,000) (CEXMCHC)","Capital expenditures for all other machinery and equipment ($1,000) (CEXMCHO)","Total retirements ($1,000) (ASRET)","Retirements for buildings and other structures ($1,000) (ASRBLD)","Retirements for machinery and equipment ($1,000) (ASRMCH)","Gross value of depreciable assets (acquisition costs, end of year) ($1,000) (ASTEND)","Gross value of depreciable assets (acquisition costs) for buildings and other structures, end of year ($1,000) (ASTEBLD)","Gross value of depreciable assets (acquisition costs) for machinery and equipment, end of year ($1,000) (ASTEMCH)","Total depreciation during year ($1,000) (DPRTOT)","Total rental payments or lease payments ($1,000) (RPTOT)","Rental payments or lease payments for buildings and other structures ($1,000) (RPBLD)","Rental payments or lease payments for machinery and equipment ($1,000) (RPMCH)","Total other operating expenses ($1,000) (PCHTT)","Temporary staff and leased employee expenses ($1,000) (PCHTEMP)","Expensed computer hardware and other equipment ($1,000) (PCHCMPQ)","Expensed purchases of software ($1,000) (PCHEXSO)","Data processing and other purchased computer services ($1,000) (PCHDAPR)","Communication services ($1,000) (PCHCSVC)","Repair and maintenance services of buildings and/or machinery ($1,000) (PCHRPR)","Refuse removal (including hazardous waste) services ($1,000) (PCHRFUS)","Advertising and promotional services ($1,000) (PCHADVT)","Purchased professional and technical services ($1,000) (PCHPRTE)","Taxes and license fees ($1,000) (PCHTAX)","All other operating expenses ($1,000) (PCHOEXP)","Range indicating imputed percentage of total sales, value of shipments, or revenue (RCPTOT_IMP)","Range indicating imputed percentage of total annual payroll (PAYANN_IMP)","Range indicating imputed percentage of total employees (EMP_IMP)"
"United States","336412","Aircraft Engine and Engine Parts Manufacturing","2022","285","424","40,148,113","6,436,169","1,682,165","66,672","3,004,402","786,721","39,159","75,124","3,431,767","895,444","27,513","2,099,761","742,663","149,987","203,434","1,003,677","15,439,873","14,337,513","219,190","631,790","70,098","181,282","2,091,138","D","D","26,117,192","7,509,902","2,944,138","3,197,468","1,368,296","9,221,805","3,770,675","3,779,883","1,671,247","16,007,808","3,940,252","12,067,556","749,693","51,092","698,601","16,855","36,804","644,942","291,739","46,919","244,820","16,465,762","3,944,425","12,521,337","1,338,483","109,197","85,568","23,629","2,341,282","114,897","87,685","96,279","131,402","37,514","341,539","59,896","19,905","262,204","73,213","1,116,748","30% to less than 40%","40% to less than 50%","20% to less than 30%"
"United States","336413","Other Aircraft Parts and Auxiliary Equipment Manufacturing","2022","860","1,051","33,886,040","8,291,063","2,173,856","101,083","4,648,897","1,172,678","67,908","132,900","3,642,166","1,001,178","33,175","2,503,108","1,103,047","98,007","326,519","975,535","17,968,880","16,613,811","220,727","760,792","80,935","292,615","3,332,450","D","0","16,109,083","11,728,370","3,746,410","3,837,898","4,144,062","12,174,756","3,842,390","3,933,841","4,398,525","17,368,209","4,996,085","12,372,124","851,208","153,288","697,920","15,215","51,802","630,903","238,208","63,949","174,259","17,981,209","5,085,424","12,895,785","1,460,632","277,013","205,901","71,112","2,672,268","319,256","95,289","166,304","152,053","66,951","243,761","60,059","24,797","336,643","136,904","1,070,251","30% to less than 40%","30% to less than 40%","30% to less than 40%"
"United States","336414","Guided Missile and Space Vehicle Manufacturing","2022","18","28","14,851,952","3,124,693","846,146","25,453","1,495,964","418,426","13,392","27,466","1,628,729","427,720","12,061","1,824,674","364,064","D","D","701,117","10,687,734","10,456,286","D","74,995","D","131,736","1,479,283","0","0","4,336,655","1,696,724","D","1,542,797","D","1,890,441","D","1,715,545","D","1,964,078","569,183","1,394,895","206,740","39,131","167,609","16,967","35,367","115,275","34,249","13,882","20,367","2,136,569","594,432","1,542,137","163,264","41,598","31,163","10,435","604,379","23,827","8,634","35,489","43,079","5,326","12,208","2,906","4,054","27,864","8,928","432,064","70% to less than 80%","30% to less than 40%","60% to less than 70%"
"United States","336415","Guided Missile and Space Vehicle Propulsion Unit and Propulsion Unit Parts Manufacturing","2022","16","34","19,513,529","4,641,730","1,207,913","37,683","1,989,220","526,398","18,695","37,123","2,652,510","681,515","18,988","1,578,675","462,673","D","D","481,734","D","8,047,069","0","162,425","D","107,708","1,228,407","0","0","11,446,042","515,510","D","D","D","D","222,870","390,942","D","10,948,622","4,395,269","6,553,353","1,016,775","272,745","744,030","7,352","52,405","684,273","150,721","38,233","112,488","11,814,676","4,629,781","7,184,895","843,934","150,047","70,472","79,575","1,943,830","169,833","D","D","D","D","77,162","D","D","289,257","49,550","1,118,919","30% to less than 40%","10% to less than 20%","20% to less than 30%"
"United States","336419","Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing","2022","33","42","2,366,738","685,863","164,827","6,739","437,534","103,783","4,493","8,679","248,329","61,044","2,246","216,284","100,342","D","D","79,918","D","966,139","D","30,432","D","17,853","149,966","D","0","1,390,494","278,271","D","D","D","D","D","184,676","D","1,036,670","401,352","635,318","116,006","43,654","72,352","2,268","5,874","64,210","32,674","5,127","27,547","1,120,002","439,879","680,123","87,057","22,474","12,547","9,927","206,731","16,762","D","D","D","D","19,795","D","D","18,509","7,291","106,127","30% to less than 40%","20% to less than 30%","10% to less than 20%"
"United States","3365","Railroad Rolling Stock Manufacturing","2022","140","231","12,021,670","2,275,514","573,637","30,031","1,575,699","365,572","23,122","45,110","699,815","208,065","6,909","794,150","332,386","69,088","81,528","311,148","8,578,905","8,121,995","196,851","147,880","37,212","74,967","892,185","D","D","3,868,482","4,086,166","1,089,313","1,740,002","1,256,851","4,734,406","1,216,330","2,038,702","1,479,374","4,432,458","1,364,194","3,068,264","176,945","41,209","135,736","3,676","4,680","127,380","144,583","41,002","103,581","4,464,820","1,364,401","3,100,419","242,357","74,622","55,324","19,298","1,042,597","113,619","12,429","18,526","7,685","11,537","79,265","13,835","8,674","137,001","32,153","607,873","40% to less than 50%","10% to less than 20%","20% to less than 30%"
"United States","33651","Railroad Rolling Stock Manufacturing","2022","140","231","12,021,670","2,275,514","573,637","30,031","1,575,699","365,572","23,122","45,110","699,815","208,065","6,909","794,150","332,386","69,088","81,528","311,148","8,578,905","8,121,995","196,851","147,880","37,212","74,967","892,185","D","D","3,868,482","4,086,166","1,089,313","1,740,002","1,256,851","4,734,406","1,216,330","2,038,702","1,479,374","4,432,458","1,364,194","3,068,264","176,945","41,209","135,736","3,676","4,680","127,380","144,583","41,002","103,581","4,464,820","1,364,401","3,100,419","242,357","74,622","55,324","19,298","1,042,597","113,619","12,429","18,526","7,685","11,537","79,265","13,835","8,674","137,001","32,153","607,873","40% to less than 50%","10% to less than 20%","20% to less than 30%"
"United States","336510","Railroad Rolling Stock Manufacturing","2022","140","231","12,021,670","2,275,514","573,637","30,031","1,575,699","365,572","23,122","45,110","699,815","208,065","6,909","794,150","332,386","69,088","81,528","311,148","8,578,905","8,121,995","196,851","147,880","37,212","74,967","892,185","D","D","3,868,482","4,086,166","1,089,313","1,740,002","1,256,851","4,734,406","1,216,330","2,038,702","1,479,374","4,432,458","1,364,194","3,068,264","176,945","41,209","135,736","3,676","4,680","127,380","144,583","41,002","103,581","4,464,820","1,364,401","3,100,419","242,357","74,622","55,324","19,298","1,042,597","113,619","12,429","18,526","7,685","11,537","79,265","13,835","8,674","137,001","32,153","607,873","40% to less than 50%","10% to less than 20%","20% to less than 30%"
"United States","3366","Ship and Boat Building","2022","1,278","1,420","46,953,276","10,071,968","2,437,454","148,040","5,991,575","1,456,316","103,274","193,873","4,080,393","981,138","44,766","3,613,763","1,164,222","499,834","241,021","1,708,686","22,446,108","19,667,332","816,605","1,603,219","76,801","282,151","3,921,407","5,054","D","25,348,242","4,461,668","665,493","2,190,010","1,606,165","5,723,475","797,595","2,898,982","2,026,898","12,309,429","4,977,825","7,331,604","1,319,203","534,727","784,476","167,804","62,199","554,473","214,665","58,299","156,366","13,413,967","5,454,253","7,959,714","1,222,850","379,555","232,025","147,530","3,889,123","544,211","79,677","31,640","160,251","60,952","542,332","78,449","116,552","590,054","225,084","1,459,921","30% to less than 40%","20% to less than 30%","10% to less than 20%"
"United States","33661","Ship and Boat Building","2022","1,278","1,420","46,953,276","10,071,968","2,437,454","148,040","5,991,575","1,456,316","103,274","193,873","4,080,393","981,138","44,766","3,613,763","1,164,222","499,834","241,021","1,708,686","22,446,108","19,667,332","816,605","1,603,219","76,801","282,151","3,921,407","5,054","D","25,348,242","4,461,668","665,493","2,190,010","1,606,165","5,723,475","797,595","2,898,982","2,026,898","12,309,429","4,977,825","7,331,604","1,319,203","534,727","784,476","167,804","62,199","554,473","214,665","58,299","156,366","13,413,967","5,454,253","7,959,714","1,222,850","379,555","232,025","147,530","3,889,123","544,211","79,677","31,640","160,251","60,952","542,332","78,449","116,552","590,054","225,084","1,459,921","30% to less than 40%","20% to less than 30%","10% to less than 20%"
"United States","336611","Ship Building and Repairing","2022","437","515","30,122,986","7,381,943","1,808,164","98,695","4,042,379","1,000,870","62,223","114,371","3,339,564","807,294","36,472","2,957,364","909,147","493,297","178,777","1,376,143","12,435,617","10,614,306","51,472","1,504,080","50,877","214,882","3,138,012","D","D","18,314,481","2,205,445","157,791","1,614,122","433,532","2,934,899","150,032","2,248,993","535,874","10,005,976","4,003,032","6,002,944","997,311","427,421","569,890","140,349","44,614","384,927","176,473","48,630","127,843","10,826,814","4,381,823","6,444,991","972,595","255,917","134,310","121,607","2,913,665","466,023","67,208","23,581","145,991","46,188","484,824","59,746","27,381","515,493","176,681","900,549","40% to less than 50%","20% to less than 30%","10% to less than 20%"
"United States","336612","Boat Building","2022","845","905","16,830,290","2,690,025","629,290","49,345","1,949,196","455,446","41,051","79,502","740,829","173,844","8,294","656,399","255,075","6,537","62,244","332,543","10,010,491","9,053,026","765,133","99,139","25,924","67,269","783,395","D","D","7,033,761","2,256,223","507,702","575,888","1,172,633","2,788,576","647,563","649,989","1,491,024","2,303,453","974,793","1,328,660","321,892","107,306","214,586","27,455","17,585","169,546","38,192","9,669","28,523","2,587,153","1,072,430","1,514,723","250,255","123,638","97,715","25,923","975,458","78,188","12,469","8,059","14,260","14,764","57,508","18,703","89,171","74,561","48,403","559,372","20% to less than 30%","10% to less than 20%","20% to less than 30%"
"United States","3369","Other Transportation Equipment Manufacturing","2022","852","886","20,447,526","2,335,138","555,605","37,083","1,222,529","276,860","23,118","44,727","1,112,609","278,745","13,965","837,973","349,044","73,333","76,586","339,010","11,197,194","10,590,294","198,647","320,319","24,304","63,630","775,012","187","13","9,559,499","3,962,862","1,133,265","1,431,228","1,398,369","4,519,123","1,460,264","1,413,396","1,645,463","4,444,010","1,288,920","3,155,090","313,757","56,979","256,778","51,230","17,297","188,251","161,990","48,744","113,246","4,595,777","1,297,155","3,298,622","436,010","143,119","100,101","43,018","906,727","189,940","11,519","15,974","15,562","15,315","64,190","19,819","54,942","62,524","29,657","427,285","40% to less than 50%","10% to less than 20%","20% to less than 30%"
"United States","33699","Other Transportation Equipment Manufacturing","2022","852","886","20,447,526","2,335,138","555,605","37,083","1,222,529","276,860","23,118","44,727","1,112,609","278,745","13,965","837,973","349,044","73,333","76,586","339,010","11,197,194","10,590,294","198,647","320,319","24,304","63,630","775,012","187","13","9,559,499","3,962,862","1,133,265","1,431,228","1,398,369","4,519,123","1,460,264","1,413,396","1,645,463","4,444,010","1,288,920","3,155,090","313,757","56,979","256,778","51,230","17,297","188,251","161,990","48,744","113,246","4,595,777","1,297,155","3,298,622","436,010","143,119","100,101","43,018","906,727","189,940","11,519","15,974","15,562","15,315","64,190","19,819","54,942","62,524","29,657","427,285","40% to less than 50%","10% to less than 20%","20% to less than 30%"
"United States","336991","Motorcycle, Bicycle, and Parts Manufacturing","2022","408","414","3,799,513","557,948","131,945","9,647","296,426","70,955","6,762","13,114","261,522","60,990","2,885","176,461","63,952","14,262","19,209","79,038","1,575,516","1,425,913","D","54,207","D","16,143","172,118","D","D","2,286,056","629,941","264,810","54,829","310,302","769,050","309,307","72,391","387,352","1,320,981","462,776","858,205","64,259","27,014","37,245","8,279","3,866","25,100","36,312","13,663","22,649","1,348,928","476,127","872,801","129,560","38,889","28,143","10,746","228,710","28,357","2,049","2,912","2,528","5,024","18,219","3,448","14,768","24,602","8,764","118,039","60% to less than 70%","20% to less than 30%","40% to less than 50%"
"United States","336992","Military Armored Vehicle, Tank, and Tank Component Manufacturing","2022","38","51","6,884,222","862,091","192,238","11,931","423,756","85,629","6,877","13,891","438,335","106,609","5,054","328,458","151,461","39,059","13,768","124,170","3,218,041","3,126,367","D","34,867","D","17,582","198,617","0","0","3,742,462","2,108,779","505,520","1,274,072","329,187","2,211,605","666,404","1,189,469","355,732","1,136,597","299,426","837,171","101,642","18,201","83,441","1,761","5,551","76,129","26,532","9,344","17,188","1,211,707","308,283","903,424","148,909","39,397","33,873","5,524","186,994","49,373","2,104","5,476","10,305","2,596","25,988","10,405","2,289","20,140","7,839","50,479","20% to less than 30%","Less than 10%","Less than 10%"
"United States","336999","All Other Transportation Equipment Manufacturing","2022","409","421","9,763,791","915,099","231,422","15,505","502,347","120,276","9,479","17,722","412,752","111,146","6,026","333,054","133,631","20,012","43,609","135,802","6,403,637","6,038,014","93,875","231,245","10,598","29,905","404,277","D","D","3,530,981","1,224,142","362,935","102,327","758,880","1,538,468","484,553","151,536","902,379","1,986,432","526,718","1,459,714","147,856","11,764","136,092","41,190","7,880","87,022","99,146","25,737","73,409","2,035,142","512,745","1,522,397","157,541","64,833","38,085","26,748","491,023","112,210","7,366","7,586","2,729","7,695","19,983","5,966","37,885","17,782","13,054","258,767","40% to less than 50%","20% to less than 30%","30% to less than 40%"
"United States","337","Furniture and Related Product Manufacturing","2022","13,818","14,399","88,686,569","18,545,649","4,505,671","378,328","11,921,847","2,883,906","287,303","537,112","6,623,802","1,621,765","91,025","4,308,688","1,735,843","75,085","321,123","2,176,637","40,856,384","38,090,993","1,110,128","934,751","218,128","502,384","5,682,778","21,542","D","48,312,503","10,075,320","3,545,163","1,547,183","4,982,974","11,056,575","3,952,726","1,621,938","5,481,911","20,461,892","7,058,110","13,403,782","1,877,476","491,056","1,386,420","251,385","118,946","1,016,089","692,725","188,752","503,973","21,646,643","7,360,414","14,286,229","1,730,131","1,502,506","1,207,315","295,191","7,013,502","788,489","123,037","144,749","83,238","164,524","590,537","168,640","470,066","468,259","342,135","3,669,828","30% to less than 40%","10% to less than 20%","30% to less than 40%"
"United States","3371","Household and institutional furniture and kitchen cabinet manufacturing","2022","9,824","10,113","48,938,689","10,793,022","2,638,730","235,897","7,350,254","1,784,985","185,177","341,972","3,442,768","853,745","50,720","2,421,739","980,423","28,470","168,991","1,243,855","22,453,221","21,091,697","630,021","324,907","120,754","285,842","3,236,855","21,054","D","26,753,930","5,520,024","1,861,204","850,413","2,808,407","6,137,460","2,065,962","914,117","3,157,381","10,730,702","4,116,208","6,614,494","977,023","251,044","725,979","156,119","65,671","504,189","311,389","97,000","214,389","11,396,336","4,270,252","7,126,084","892,340","825,310","638,466","186,844","3,791,196","373,117","65,206","69,724","40,265","84,166","355,617","98,399","233,808","241,995","185,125","2,043,774","30% to less than 40%","20% to less than 30%","30% to less than 40%"
"United States","33711","Wood Kitchen Cabinet and Countertop Manufacturing","2022","6,287","6,390","21,029,313","5,028,068","1,205,198","106,951","3,454,298","813,317","82,992","154,678","1,573,770","391,881","23,959","1,081,388","388,765","13,193","71,585","607,845","8,437,160","8,007,580","81,040","141,354","62,806","144,380","1,641,525","D","D","12,693,516","1,674,909","429,513","368,182","877,214","1,963,161","502,098","396,960","1,064,103","5,046,419","1,882,021","3,164,398","466,759","92,861","373,898","98,072","31,632","244,194","152,563","41,877","110,686","5,360,615","1,933,005","3,427,610","423,732","327,811","274,110","53,701","1,631,967","148,169","30,343","22,658","15,597","37,721","193,551","55,524","70,142","86,482","99,576","872,204","20% to less than 30%","10% to less than 20%","20% to less than 30%"
"United States","337110","Wood Kitchen Cabinet and Countertop Manufacturing","2022","6,287","6,390","21,029,313","5,028,068","1,205,198","106,951","3,454,298","813,317","82,992","154,678","1,573,770","391,881","23,959","1,081,388","388,765","13,193","71,585","607,845","8,437,160","8,007,580","81,040","141,354","62,806","144,380","1,641,525","D","D","12,693,516","1,674,909","429,513","368,182","877,214","1,963,161","502,098","396,960","1,064,103","5,046,419","1,882,021","3,164,398","466,759","92,861","373,898","98,072","31,632","244,194","152,563","41,877","110,686","5,360,615","1,933,005","3,427,610","423,732","327,811","274,110","53,701","1,631,967","148,169","30,343","22,658","15,597","37,721","193,551","55,524","70,142","86,482","99,576","872,204","20% to less than 30%","10% to less than 20%","20% to less than 30%"
"United States","33712","Household and Institutional Furniture Manufacturing","2022","3,541","3,723","27,909,376","5,764,954","1,433,532","128,946","3,895,956","971,668","102,185","187,294","1,868,998","461,864","26,761","1,340,351","591,658","15,277","97,406","636,010","14,016,061","13,084,117","548,981","183,553","57,948","141,462","1,595,330","D","1,952","14,060,414","3,845,115","1,431,691","482,231","1,931,193","4,174,299","1,563,864","517,157","2,093,278","5,684,283","2,234,187","3,450,096","510,264","158,183","352,081","58,047","34,039","259,995","158,826","55,123","103,703","6,035,721","2,337,247","3,698,474","468,608","497,499","364,356","133,143","2,159,229","224,948","34,863","47,066","24,668","46,445","162,066","42,875","163,666","155,513","85,549","1,171,570","30% to less than 40%","20% to less than 30%","40% to less than 50%"
"United States","337121","Upholstered Household Furniture Manufacturing","2022","881","985","14,492,131","2,952,272","747,134","71,578","2,197,759","562,305","59,142","104,823","754,513","184,829","12,436","653,567","299,082","5,124","45,523","303,838","7,588,027","7,299,845","184,515","36,901","13,579","53,187","659,038","23","D","6,929,427","1,620,496","534,116","146,870","939,510","1,693,840","572,268","134,041","987,531","2,117,936","1,058,788","1,059,148","156,196","56,447","99,749","26,932","8,608","64,209","49,949","24,571","25,378","2,224,183","1,090,664","1,133,519","156,911","260,466","164,742","95,724","956,956","101,179","13,997","12,085","9,496","16,918","69,216","17,694","70,582","62,195","33,000","550,594","40% to less than 50%","30% to less than 40%","40% to less than 50%"
"United States","337122","Nonupholstered Wood Household Furniture Manufacturing","2022","1,786","1,810","4,000,422","889,510","215,280","21,628","618,450","150,271","17,362","31,291","271,060","65,009","4,266","210,296","82,771","1,335","12,954","113,236","1,907,776","1,731,264","97,385","32,418","18,355","28,354","300,001","D","D","2,149,085","595,346","261,491","100,062","233,793","679,961","309,433","108,559","261,969","972,592","437,988","534,604","81,548","18,611","62,937","16,106","2,777","44,054","26,743","9,072","17,671","1,027,397","447,527","579,870","76,239","67,490","55,443","12,047","321,348","23,930","4,764","4,225","3,677","9,252","23,461","7,842","34,083","16,511","16,598","177,005","30% to less than 40%","10% to less than 20%","40% to less than 50%"
